,tipo_prop,barrio,pais,lat,lon,precio_usd,piso,ambientes,sup_total,sup_cubierta,precio_x_m2_usd,subtes,bicis,comisarias,balcon,garage,lavadero,luminoso,subte_linea_d,parrilla,subte_linea_b,aire_acondicionado,piscina,subte_linea_a,terraza,placard,toilette,suite,subte_linea_h,sum,amenities,subte_linea_e,baulera,gimnasio,patio,lujoso,subte_linea_c,dependencias,vestidor,estrenar,villa_urquiza,apto_credito_hipotecario,barrio_norte,jardin,villa_crespo,hidromasaje,san_telmo,vista,sauna,losa_radiante,capital_federal,impecable,interwin,doble_circulacion
19911,apartment,Belgrano,Argentina,-34.5715835431,-58.4493782913,190000.0,17.0,1.0,70.0,62.0,2714.285714285714,0,0,1172.6352166593203,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19912,apartment,Almagro,Argentina,-34.60926,-58.42006,89500.0,,1.0,43.0,40.0,2081.3953488372094,1,2,732.9661476139614,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19923,apartment,Belgrano,Argentina,-34.5715835431,-58.4493782913,82000.0,17.0,1.0,22.0,20.0,3727.2727272727275,0,0,1172.6352166593203,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
19924,apartment,Almagro,Argentina,-34.60926,-58.42006,89500.0,,1.0,43.0,40.0,2081.3953488372094,1,2,732.9661476139614,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
19925,apartment,Colegiales,Argentina,-34.5723687446,-58.45012601,190000.0,,2.0,53.0,47.0,3584.9056603773583,0,0,1244.274167839265,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
19953,apartment,Capital Federal,Argentina,-34.6023412964,-58.3765952374,89000.0,,2.0,50.0,50.0,1780.0,5,9,375.03136554963646,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19954,store,Capital Federal,Argentina,-34.6158144488,-58.4520284409,3341494.5121569387,,,1100.0,1130.955068711329,3037.722283779035,0,0,524.02404262207,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19986,apartment,Nuñez,Argentina,-34.54955,-58.466840000000005,193000.0,,,81.0,53.0,2382.716049382716,0,0,439.48511312788804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19987,apartment,Barrio Norte,Argentina,-34.58333,-58.4,315000.0,,4.0,116.0,110.0,2715.5172413793102,0,2,1212.5943614186062,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19989,apartment,Caballito,Argentina,-34.622640000000004,-58.44104,95043.0,,1.0,35.0,35.0,2715.5142857142855,1,0,907.2311828159352,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19992,apartment,Colegiales,Argentina,-34.57365,-58.44924,240000.0,,2.0,62.0,55.0,3870.967741935484,0,0,1142.1751653181377,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
19993,apartment,Villa Crespo,Argentina,-34.6007250867,-58.4308895892,86049.46208279912,17.0,2.0,36.0,32.0,2390.262835633309,1,3,1142.301934811789,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19994,apartment,Saavedra,Argentina,-34.5498677797,-58.475051809499995,269000.0,2.0,3.0,124.0,79.0,2169.3548387096776,0,0,1312.2112629709586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19995,apartment,Caballito,Argentina,-34.622640000000004,-58.44104,98975.0,,1.0,37.0,37.0,2675.0,1,0,907.2311828159352,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19996,apartment,Caballito,Argentina,-34.6053934744,-58.4553203388,79600.0,,1.0,36.0,34.0,2211.1111111111113,0,0,1589.993739251714,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19998,apartment,Nuñez,Argentina,-34.54955,-58.466840000000005,122000.0,,,37.0,35.0,3297.2972972972975,0,0,439.48511312788804,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19999,apartment,Villa Crespo,Argentina,-34.6007250867,-58.4308895892,86049.46208279912,17.0,2.0,36.0,32.0,2390.262835633309,1,3,1142.301934811789,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000,apartment,Palermo,Argentina,-34.58856,-58.430530000000005,68000.0,,1.0,24.0,21.0,2833.3333333333335,0,1,1623.5023207436284,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20006,apartment,Villa Crespo,Argentina,-34.6007250867,-58.4308895892,86049.46208279912,17.0,2.0,36.0,31.0,2390.262835633309,1,3,1142.301934811789,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20007,apartment,Caballito,Argentina,-34.6053934744,-58.4553203388,82100.0,,1.0,36.0,34.0,2280.5555555555557,0,0,1589.993739251714,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
20008,apartment,Barrio Norte,Argentina,-34.58333,-58.4,180000.0,,3.0,82.0,69.0,2195.121951219512,0,2,1212.5943614186062,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20009,apartment,Caballito,Argentina,-34.622640000000004,-58.44104,97664.0,,1.0,36.0,36.0,2712.8888888888887,1,0,907.2311828159352,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20023,apartment,Nuñez,Argentina,-34.54955,-58.466840000000005,146000.0,,,43.0,37.0,3395.3488372093025,0,0,439.48511312788804,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20029,apartment,Nuñez,Argentina,-34.54955,-58.466840000000005,147000.0,,,43.0,37.0,3418.6046511627906,0,0,439.48511312788804,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20030,apartment,Caballito,Argentina,-34.608951496100005,-58.4489033124,245000.0,,3.0,88.0,61.0,2784.090909090909,0,0,1043.6129438403195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20031,apartment,Palermo Hollywood,Argentina,-34.58174575868939,-58.434586311851426,132500.0,,2.0,50.0,44.0,2650.0,0,3,1054.6671890365433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20033,apartment,Villa Urquiza,Argentina,-34.571306196900004,-58.47920211970001,99800.0,,2.0,55.0,39.0,1814.5454545454545,0,0,425.6926584000046,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20037,apartment,Villa Crespo,Argentina,-34.6007250867,-58.4308895892,114732.61611039883,17.0,2.0,48.0,41.0,2390.262835633309,1,3,1142.301934811789,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20038,store,Nuñez,Argentina,-34.54955,-58.466840000000005,220526.62,0.0,,153.0,153.0,1441.35045751634,0,0,439.48511312788804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20040,apartment,Recoleta,Argentina,-34.5925952547,-58.40162424060001,339000.0,3.0,,121.0,107.0,2801.6528925619837,2,2,589.0287214905136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20041,apartment,Caballito,Argentina,-34.622640000000004,-58.44104,134800.0,,2.0,63.0,56.0,2139.6825396825398,1,0,907.2311828159352,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20042,apartment,Palermo Hollywood,Argentina,-34.58174575868939,-58.434586311851426,153900.0,,2.0,60.0,44.0,2565.0,0,3,1054.6671890365433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20043,house,Liniers,Argentina,-34.64286,-58.52386,360000.0,6.0,4.0,280.0,240.0,1285.7142857142858,0,0,1479.0835332015938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20045,apartment,Nuñez,Argentina,-34.54955,-58.466840000000005,127000.0,1.0,2.0,43.0,43.0,2953.4883720930234,0,0,439.48511312788804,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20047,apartment,Palermo,Argentina,-34.58856,-58.430530000000005,132000.0,,2.0,38.0,34.0,3473.684210526316,0,1,1623.5023207436284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20048,apartment,Caballito,Argentina,-34.622640000000004,-58.44104,161400.0,,3.0,74.0,65.0,2181.0810810810813,1,0,907.2311828159352,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20049,apartment,Villa Luro,Argentina,-34.63814,-58.50273000000001,380000.0,36.0,3.0,140.0,132.0,2714.285714285714,0,0,330.97493427197406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20052,apartment,Nuñez,Argentina,-34.54955,-58.466840000000005,139000.0,1.0,2.0,48.0,48.0,2895.8333333333335,0,0,439.48511312788804,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20112,apartment,Palermo Hollywood,Argentina,-34.5795688427,-58.4331024375,107000.0,19.0,,40.0,32.0,2675.0,0,2,951.3217810563252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20120,apartment,Villa Luro,Argentina,-34.6433044644,-58.503792752799995,171500.0,,3.0,77.0,67.0,2227.2727272727275,0,0,397.32776491163827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20124,apartment,Belgrano,Argentina,-34.5627,-58.458290000000005,374724.54,,3.0,89.0,68.0,4210.3880898876405,1,0,360.53607976444,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20132,apartment,Belgrano,Argentina,-34.5627,-58.458290000000005,883664.2782319526,5.0,3.0,286.0,118.0,3089.7352385732606,1,0,360.53607976444,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20133,apartment,Villa Luro,Argentina,-34.6433044644,-58.503792752799995,265000.0,,4.0,158.0,91.0,1677.2151898734178,0,0,397.32776491163827,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20139,house,Liniers,Argentina,-34.64286,-58.52386,800000.0,3.0,5.0,,,1433.0697641546149,0,0,1479.0835332015938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20147,apartment,Almagro,Argentina,-34.60926,-58.42006,130000.0,,1.0,50.0,41.0,2600.0,1,2,732.9661476139614,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20153,apartment,Villa Luro,Argentina,-34.6433044644,-58.503792752799995,116000.0,,2.0,58.0,44.0,2000.0,0,0,397.32776491163827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20155,apartment,Almagro,Argentina,-34.60926,-58.42006,152000.0,,2.0,55.0,52.0,2763.6363636363635,1,2,732.9661476139614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20156,PH,Villa Crespo,Argentina,-34.5916487764,-58.438449859799995,159000.0,,,76.0,74.0,2092.1052631578946,0,1,900.3772005519222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20157,apartment,Recoleta,Argentina,-34.5887,-58.39723000000001,475000.0,91.0,,105.0,105.0,4523.809523809524,1,4,604.6135355235673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20158,apartment,Belgrano,Argentina,-34.5627,-58.458290000000005,210101.99622298172,5.0,3.0,68.0,68.0,3089.7352385732606,1,0,360.53607976444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20184,apartment,San Telmo,Argentina,-34.6111346932,-58.3705627021,100000.0,,,40.0,28.0,2500.0,2,5,1066.7482718428068,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20192,apartment,Saavedra,Argentina,-34.5466874258,-58.4777786099,119800.0,2.0,2.0,53.0,47.0,2260.377358490566,0,0,1537.7062161473707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20194,apartment,Nuñez,Argentina,-34.54955,-58.466840000000005,180992.89639612992,,2.0,57.0,48.0,3175.313971861928,0,0,439.48511312788804,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20196,apartment,Villa Urquiza,Argentina,-34.5683979918,-58.4898590397,185000.0,,,65.56112477912527,56.0,2821.7941748751723,0,0,890.5140703772628,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20198,apartment,Villa Urquiza,Argentina,-34.56667,-58.48333,83000.0,,1.0,35.12203113167425,30.0,2363.1890675350996,0,0,191.37867183529667,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20199,apartment,Flores,Argentina,-34.6245702728,-58.4616717699,165000.0,,4.0,100.0,94.0,1650.0,0,0,800.6738171374466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20201,apartment,Palermo,Argentina,-34.5891024184,-58.4380556617,249639.0,17.0,4.0,78.0,69.0471789266402,3200.5,0,2,1182.9864296591052,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20216,apartment,Nuñez,Argentina,-34.54955,-58.466840000000005,180992.89639612992,,2.0,57.0,48.0,3175.313971861928,0,0,439.48511312788804,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20220,apartment,Nuñez,Argentina,-34.54955,-58.466840000000005,161941.01256495834,,2.0,51.0,47.0,3175.313971861928,0,0,439.48511312788804,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20221,house,Villa Luro,Argentina,-34.6299357735,-58.5080264182,279800.0,,,375.0,159.0,746.1333333333333,0,0,1160.2921438681074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20229,apartment,Palermo,Argentina,-34.5891024184,-58.4380556617,157238.0,17.0,1.0,46.0,35.0,3418.217391304348,0,2,1182.9864296591052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20231,apartment,Villa del Parque,Argentina,-34.6007400941,-58.4904036474,190000.0,,4.0,89.0,75.0,2134.8314606741574,0,0,1577.3983211817251,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20239,apartment,Villa del Parque,Argentina,-34.599315142100004,-58.4879733066,120000.0,,3.0,68.28118555786641,60.0,1757.4387295648717,0,0,1653.9609877146777,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20255,apartment,Villa del Parque,Argentina,-34.6005090567,-58.493750393999996,215000.0,2.0,4.0,112.0,112.0,1919.642857142857,0,0,1350.8637833300977,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20259,apartment,Capital Federal,Argentina,-34.6448912529,-58.490328403599996,90000.0,1.0,3.0,70.0,61.32718105697211,1285.7142857142858,0,0,1599.0367071251821,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260,apartment,Mataderos,Argentina,-34.66667,-58.5,100950.61,2.0,3.0,,,1927.2241866312345,0,0,534.9276023096587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20263,apartment,Palermo,Argentina,-34.5891024184,-58.4380556617,305060.0,17.0,4.0,87.0,77.0141611104833,3506.4367816091954,0,2,1182.9864296591052,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20267,house,Villa del Parque,Argentina,-34.5993106052,-58.4896275004,275000.0,,4.0,240.374957776044,179.0,1144.0459627920807,0,0,1517.821089407664,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20270,apartment,Almagro,Argentina,-34.60926,-58.42006,125000.0,,1.0,43.0,41.0,2906.9767441860463,1,2,732.9661476139614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20271,apartment,Almagro,Argentina,-34.60926,-58.42006,125000.0,,3.0,70.0,70.0,1785.7142857142858,1,2,732.9661476139614,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20272,apartment,Capital Federal,Argentina,-34.6448912529,-58.490328403599996,55500.0,1.0,1.0,35.0,30.663590528486054,1585.7142857142858,0,0,1599.0367071251821,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20273,apartment,Belgrano,Argentina,-34.5627,-58.458290000000005,677805.0,,4.0,226.0,138.0,2999.137168141593,1,0,360.53607976444,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20281,apartment,Palermo,Argentina,-34.5891024184,-58.4380556617,313526.0,17.0,4.0,89.0,78.78460159578177,3522.7640449438204,0,2,1182.9864296591052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20282,apartment,Villa Urquiza,Argentina,-34.5791560622,-58.4923048492,130000.0,9.0,3.0,62.04892166595784,53.0,2095.121019183198,0,0,254.78541855537813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20283,store,Puerto Madero,Argentina,-34.60944,-58.36186,1100000.0,,,140.0,140.0,7857.142857142857,0,2,1515.3438978487777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20284,apartment,Almagro,Argentina,-34.60926,-58.42006,340000.0,2.0,3.0,99.0,94.0,3434.343434343434,1,2,732.9661476139614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20285,apartment,Palermo,Argentina,-34.5891024184,-58.4380556617,313526.0,17.0,4.0,89.0,78.78460159578177,3522.7640449438204,0,2,1182.9864296591052,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20286,apartment,Villa Urquiza,Argentina,-34.56667,-58.48333,240000.0,,,117.07343710558084,100.0,2049.9953356930982,0,0,191.37867183529667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20287,apartment,Mataderos,Argentina,-34.66667,-58.5,300000.0,,,172.481873804637,145.0,1739.3132007586923,0,0,534.9276023096587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20288,apartment,Belgrano,Argentina,-34.5627,-58.458290000000005,200823.0,,2.0,52.0,45.0,3861.980769230769,1,0,360.53607976444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20289,apartment,Almagro,Argentina,-34.60926,-58.42006,125000.0,,1.0,43.0,41.0,2906.9767441860463,1,2,732.9661476139614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20290,apartment,Capital Federal,Argentina,-34.6448912529,-58.490328403599996,100000.0,2.0,2.0,90.0,34.0,1111.111111111111,0,0,1599.0367071251821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20291,apartment,Palermo,Argentina,-34.5891024184,-58.4380556617,453271.0,17.0,4.0,129.0,114.1934113017511,3513.7286821705425,0,2,1182.9864296591052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20292,apartment,Belgrano,Argentina,-34.5627,-58.458290000000005,169000.0,,,51.0,48.0,3313.725490196078,1,0,360.53607976444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20294,apartment,Congreso,Argentina,-34.60948,-58.39225,78000.0,,2.0,50.0,40.0,1560.0,1,4,729.481665408059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20295,apartment,Villa Luro,Argentina,-34.63814,-58.50273000000001,375000.0,,4.0,,,2366.355571712393,0,0,330.97493427197406,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20296,apartment,Barrio Norte,Argentina,-34.58333,-58.4,820000.0,2.0,,274.0,274.0,2992.700729927007,0,2,1212.5943614186062,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20297,apartment,Capital Federal,Argentina,-34.6448912529,-58.490328403599996,107000.0,2.0,2.0,90.0,35.0,1188.888888888889,0,0,1599.0367071251821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20298,apartment,Caballito,Argentina,-34.6278564751,-58.432211123500004,inf,,1.0,40.83375264946529,36.0,inf,1,2,813.2982596492891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
